BARRIO;METROS;HABITACIONES;PRECIO_TOTAL;PRECIO_M2;PRECIO_M2_BARRIO;DIFERENCIA;OPORTUNIDAD
Arganzuela;79;2;414.046 €;5241;4753;488.1;NORMAL
Moratalaz;130;3;630.788 €;4852;6010;-1157.78;OPORTUNIDAD
Centro;104;1;287.009 €;2760;2545;214.71;NORMAL
Villa de Vallecas;149;4;482.875 €;3241;3579;-338.22;NORMAL
Arganzuela;80;4;258.183 €;3227;4024;-796.71;OPORTUNIDAD
Usera;128;3;840.498 €;6566;5839;727.39;NORMAL
Puente de Vallecas;86;2;417.148 €;4851;5678;-827.43;OPORTUNIDAD
Centro;137;1;577.292 €;4214;4375;-161.18;NORMAL
Moncloa;115;5;343.712 €;2989;3070;-81.2;NORMAL
Barajas;49;3;281.689 €;5749;6351;-602.23;NORMAL
Latina;76;2;516.285 €;6793;6399;394.23;NORMAL
Puente de Vallecas;141;5;594.547 €;4217;4961;-744.35;OPORTUNIDAD
Villaverde;96;5;351.899 €;3666;3894;-228.38;NORMAL
Carabanchel;96;2;444.980 €;4635;4657;-21.78;NORMAL
Chamartin;148;1;753.809 €;5093;4527;566.31;NORMAL
Moratalaz;120;1;959.886 €;7999;6866;1133.05;NORMAL
Latina;120;5;649.125 €;5409;4952;457.38;NORMAL
Vicalvaro;54;3;218.359 €;4044;3900;143.69;NORMAL
San Blas;76;1;332.425 €;4374;4004;370.02;NORMAL
Centro;96;4;408.765 €;4258;4470;-212.02;NORMAL
Centro;57;1;337.838 €;5927;5219;707.99;NORMAL
Vicalvaro;122;4;378.478 €;3102;3708;-605.72;OPORTUNIDAD
Puente de Vallecas;87;4;605.547 €;6960;6096;864.32;NORMAL
Villa de Vallecas;51;2;296.576 €;5815;5591;224.23;NORMAL
Salamanca;87;1;286.763 €;3296;3865;-568.87;OPORTUNIDAD
Chamartin;65;5;182.176 €;2803;3225;-422.29;OPORTUNIDAD
Carabanchel;142;1;470.775 €;3315;3370;-54.68;NORMAL
Centro;88;1;522.355 €;5936;6173;-237.14;NORMAL
Ciudad Lineal;77;3;330.619 €;4294;4907;-613.23;OPORTUNIDAD
Barajas;148;5;585.353 €;3955;4390;-434.91;NORMAL
San Blas;111;2;499.634 €;4501;4536;-34.79;NORMAL
Salamanca;116;4;646.009 €;5569;5854;-284.95;NORMAL
Moratalaz;85;4;402.200 €;4732;4705;26.77;NORMAL
Tetuan;149;1;954.584 €;6407;5495;911.61;NORMAL
Salamanca;49;2;209.200 €;4269;3976;293.39;NORMAL
Puente de Vallecas;68;3;207.479 €;3051;3182;-130.84;NORMAL
Latina;96;4;411.660 €;4288;3900;388.13;NORMAL
Villa de Vallecas;79;5;276.468 €;3500;4250;-750.39;OPORTUNIDAD
Carabanchel;104;4;634.227 €;6098;5133;965.34;NORMAL
Latina;71;2;251.016 €;3535;4292;-756.56;OPORTUNIDAD
Centro;56;4;352.776 €;6300;6340;-40.43;NORMAL
Villa de Vallecas;136;5;412.634 €;3034;3421;-386.93;OPORTUNIDAD
Retiro;109;5;579.791 €;5319;5589;-269.81;NORMAL
Hortaleza;108;2;805.357 €;7457;6664;793.01;NORMAL
Moratalaz;135;4;597.537 €;4426;4212;214.2;NORMAL
Retiro;44;3;133.167 €;3027;3015;11.54;NORMAL
Hortaleza;90;2;471.669 €;5241;5724;-483.22;NORMAL
Villaverde;72;2;318.139 €;4419;5419;-1000.39;OPORTUNIDAD
Barajas;139;5;873.801 €;6286;5805;481.34;NORMAL
Usera;107;3;475.164 €;4441;3763;677.79;NORMAL
Puente de Vallecas;118;3;245.881 €;2084;2604;-520.26;OPORTUNIDAD
Villaverde;46;4;117.281 €;2550;3091;-541.4;OPORTUNIDAD
Usera;125;2;373.755 €;2990;3207;-216.96;NORMAL
Usera;62;3;358.635 €;5784;6794;-1009.55;OPORTUNIDAD
Chamberi;92;2;548.932 €;5967;6546;-579.34;NORMAL
San Blas;90;2;574.245 €;6381;6890;-509.49;NORMAL
Carabanchel;116;5;748.275 €;6451;6845;-394.35;NORMAL
Retiro;116;5;351.189 €;3027;2949;78.5;NORMAL
Tetuan;114;4;688.745 €;6042;6823;-781.37;OPORTUNIDAD
Villaverde;67;3;317.156 €;4734;4091;642.68;NORMAL
Puente de Vallecas;44;4;119.975 €;2727;2633;93.71;NORMAL
Puente de Vallecas;131;2;869.021 €;6634;6987;-353.25;NORMAL
Vicalvaro;105;1;384.129 €;3658;3274;384.38;NORMAL
Retiro;94;1;447.624 €;4762;4275;486.97;NORMAL
Carabanchel;75;2;237.038 €;3161;3594;-433.49;OPORTUNIDAD
Puente de Vallecas;65;3;299.987 €;4615;4164;451.2;NORMAL
Salamanca;138;5;909.367 €;6590;6114;475.62;NORMAL
Villa de Vallecas;145;4;442.116 €;3049;2769;280.08;NORMAL
Vicalvaro;75;3;528.799 €;7051;6838;212.66;NORMAL
Centro;125;4;432.689 €;3462;3893;-431.49;OPORTUNIDAD
Usera;133;1;434.910 €;3270;3749;-479.0;OPORTUNIDAD
Retiro;142;3;373.049 €;2627;3115;-487.89;OPORTUNIDAD
Hortaleza;74;3;456.030 €;6163;5505;657.57;NORMAL
San Blas;147;1;450.362 €;3064;2855;208.69;NORMAL
Chamartin;55;3;202.838 €;3688;4355;-667.03;OPORTUNIDAD
Vicalvaro;119;3;465.626 €;3913;3649;263.83;NORMAL
San Blas;140;3;814.474 €;5818;5073;744.67;NORMAL
Salamanca;148;1;534.022 €;3608;4297;-688.74;OPORTUNIDAD
Chamartin;101;1;498.017 €;4931;4267;663.87;NORMAL
Moratalaz;86;4;246.412 €;2865;2892;-26.74;NORMAL
Arganzuela;86;4;412.520 €;4797;4089;707.75;NORMAL
Salamanca;51;4;218.182 €;4278;3732;546.09;NORMAL
Latina;118;3;378.104 €;3204;3635;-430.73;OPORTUNIDAD
Villa de Vallecas;97;2;479.146 €;4940;4243;696.66;NORMAL
Chamartin;117;1;393.035 €;3359;2871;488.28;NORMAL
Retiro;145;4;667.718 €;4605;4288;316.95;NORMAL
Arganzuela;92;1;564.835 €;6140;5747;392.51;NORMAL
Centro;43;5;197.209 €;4586;4903;-316.73;NORMAL
Arganzuela;131;5;655.606 €;5005;5527;-522.37;NORMAL
Chamberi;148;5;1.022.387 €;6908;6542;366.02;NORMAL
Chamberi;118;5;422.152 €;3578;3442;135.57;NORMAL
Retiro;133;1;392.694 €;2953;2642;310.59;NORMAL
Villa de Vallecas;105;1;641.052 €;6105;5203;902.26;NORMAL
Puente de Vallecas;129;2;416.629 €;3230;3901;-671.31;OPORTUNIDAD
Moratalaz;140;5;717.284 €;5123;6049;-925.54;OPORTUNIDAD
Villa de Vallecas;98;1;620.475 €;6331;5761;570.39;NORMAL
Barajas;95;5;640.497 €;6742;5720;1022.08;NORMAL
Centro;71;2;454.840 €;6406;6072;334.21;NORMAL
Chamberi;102;2;655.126 €;6423;5873;549.81;NORMAL
Puente de Vallecas;71;3;333.247 €;4694;4788;-94.37;NORMAL
Arganzuela;95;3;335.337 €;3530;3757;-227.13;NORMAL
Ciudad Lineal;71;4;383.744 €;5405;6423;-1018.15;OPORTUNIDAD
Villa de Vallecas;91;4;658.482 €;7236;6315;921.08;NORMAL
Retiro;125;5;987.530 €;7900;6739;1161.24;NORMAL
Latina;66;5;239.588 €;3630;4216;-585.87;OPORTUNIDAD
Carabanchel;83;1;215.238 €;2593;2993;-399.77;OPORTUNIDAD
Ciudad Lineal;87;1;511.870 €;5884;5663;220.57;NORMAL
Tetuan;59;3;267.064 €;4527;5437;-910.48;OPORTUNIDAD
Centro;56;1;121.971 €;2178;2687;-508.94;OPORTUNIDAD
Villa de Vallecas;76;5;372.310 €;4899;5050;-151.18;NORMAL
Vicalvaro;67;5;415.986 €;6209;6709;-500.25;NORMAL
Usera;85;2;562.041 €;6612;5563;1049.25;NORMAL
Hortaleza;131;2;556.762 €;4250;3968;282.09;NORMAL
Barajas;61;1;167.651 €;2748;2543;205.39;NORMAL
San Blas;146;5;367.949 €;2520;3042;-521.8;OPORTUNIDAD
Barajas;146;3;865.676 €;5929;5084;845.29;NORMAL
Chamartin;97;2;316.045 €;3258;2970;288.21;NORMAL
San Blas;127;3;574.497 €;4524;3824;699.61;NORMAL
Moncloa;63;3;285.582 €;4533;4455;78.05;NORMAL
Vicalvaro;83;2;417.207 €;5027;4548;478.6;NORMAL
Salamanca;133;2;553.131 €;4159;4217;-58.12;NORMAL
Villa de Vallecas;66;4;212.597 €;3221;3499;-277.83;NORMAL
Vicalvaro;104;5;465.009 €;4471;5008;-536.76;OPORTUNIDAD
Moratalaz;105;3;600.336 €;5717;5257;460.49;NORMAL
Arganzuela;143;4;397.500 €;2780;3316;-536.28;OPORTUNIDAD
Puente de Vallecas;69;4;458.379 €;6643;6172;471.18;NORMAL
Salamanca;51;1;320.050 €;6275;5641;634.51;NORMAL
Ciudad Lineal;64;2;274.640 €;4291;4652;-360.75;NORMAL
Villa de Vallecas;104;5;411.697 €;3959;4794;-835.37;OPORTUNIDAD
Vicalvaro;57;4;395.249 €;6934;6633;301.2;NORMAL
Puente de Vallecas;64;2;293.837 €;4591;5489;-897.79;OPORTUNIDAD
Salamanca;115;2;635.259 €;5524;6153;-629.0;OPORTUNIDAD
Vicalvaro;107;5;590.302 €;5517;4700;816.85;NORMAL
Barajas;125;3;554.815 €;4439;3798;640.52;NORMAL
Chamberi;61;3;292.608 €;4797;4997;-200.14;NORMAL
Arganzuela;105;1;481.232 €;4583;4127;456.17;NORMAL
Usera;104;2;528.595 €;5083;6103;-1020.35;OPORTUNIDAD
Villaverde;92;2;577.496 €;6277;6899;-621.87;NORMAL
Villa de Vallecas;113;5;801.552 €;7093;6001;1092.39;NORMAL
Tetuan;79;1;298.843 €;3783;4329;-546.17;OPORTUNIDAD
Villaverde;50;5;341.958 €;6839;6244;595.17;NORMAL
Centro;91;5;598.595 €;6578;6491;86.98;NORMAL
Barajas;130;3;623.837 €;4799;4945;-146.25;NORMAL
Retiro;48;1;200.498 €;4177;3522;655.05;NORMAL
Villa de Vallecas;97;1;303.942 €;3133;2805;328.42;NORMAL
Hortaleza;116;3;588.801 €;5076;5197;-121.12;NORMAL
Barajas;47;2;278.183 €;5919;5285;633.79;NORMAL
Moncloa;112;1;529.779 €;4730;5103;-372.82;NORMAL
Chamberi;46;2;262.493 €;5706;4995;711.39;NORMAL
Villa de Vallecas;62;4;350.459 €;5653;6334;-681.43;OPORTUNIDAD
Chamartin;52;5;244.780 €;4707;5145;-437.69;NORMAL
Moratalaz;91;1;350.214 €;3849;3679;169.51;NORMAL
Ciudad Lineal;131;1;373.979 €;2855;3296;-441.19;OPORTUNIDAD
Chamartin;143;2;915.424 €;6402;6366;35.57;NORMAL
Retiro;101;1;362.166 €;3586;3051;534.81;NORMAL
Carabanchel;72;5;535.643 €;7439;6674;765.49;NORMAL
Salamanca;76;5;357.153 €;4699;4897;-197.62;NORMAL
Villa de Vallecas;86;5;358.384 €;4167;3889;278.26;NORMAL
Carabanchel;72;1;295.596 €;4106;3873;232.5;NORMAL
Tetuan;104;2;465.163 €;4473;5305;-832.27;OPORTUNIDAD
Usera;127;4;442.245 €;3482;3857;-374.75;NORMAL
Carabanchel;63;1;133.024 €;2111;2613;-501.5;OPORTUNIDAD
Tetuan;85;5;480.383 €;5652;6308;-656.43;OPORTUNIDAD
Hortaleza;56;2;225.186 €;4021;3566;455.19;NORMAL
Villa de Vallecas;125;5;723.884 €;5791;5962;-170.92;NORMAL
Ciudad Lineal;44;3;272.541 €;6194;5314;880.13;NORMAL
Villa de Vallecas;147;3;687.361 €;4676;4136;539.93;NORMAL
Latina;60;2;292.387 €;4873;5777;-903.88;OPORTUNIDAD
Chamberi;146;5;551.141 €;3775;4299;-524.06;OPORTUNIDAD
Salamanca;63;5;203.949 €;3237;3860;-622.71;OPORTUNIDAD
Barajas;133;2;664.225 €;4994;4545;449.18;NORMAL
Puente de Vallecas;95;4;483.837 €;5093;5131;-37.97;NORMAL
Usera;65;5;293.210 €;4511;5424;-913.07;OPORTUNIDAD
Arganzuela;139;4;676.719 €;4868;4670;198.49;NORMAL
Ciudad Lineal;135;4;656.668 €;4864;5512;-647.79;OPORTUNIDAD
San Blas;97;2;543.622 €;5604;5166;438.35;NORMAL
Vicalvaro;110;3;524.596 €;4769;4964;-194.94;NORMAL
Salamanca;122;2;674.028 €;5525;5274;250.82;NORMAL
Villa de Vallecas;54;2;303.914 €;5628;4967;661.05;NORMAL
Salamanca;114;1;348.542 €;3057;3731;-673.61;OPORTUNIDAD
Centro;44;4;150.318 €;3416;3580;-163.67;NORMAL
Retiro;106;3;561.536 €;5298;6015;-717.49;OPORTUNIDAD
Vicalvaro;45;5;300.676 €;6682;5738;943.69;NORMAL
Arganzuela;142;1;382.273 €;2692;2587;105.07;NORMAL
Moratalaz;68;3;361.028 €;5309;5366;-56.76;NORMAL
Villaverde;84;1;513.288 €;6111;6397;-286.42;NORMAL
Vicalvaro;127;4;375.841 €;2959;2669;290.38;NORMAL
Vicalvaro;126;2;648.678 €;5148;4319;829.24;NORMAL
San Blas;146;3;1.013.178 €;6940;6885;54.58;NORMAL
Vicalvaro;100;4;335.669 €;3357;3061;295.69;NORMAL
Usera;105;2;757.576 €;7215;6323;892.02;NORMAL
Retiro;141;5;395.527 €;2805;3007;-201.84;NORMAL
Ciudad Lineal;104;3;675.801 €;6498;6585;-86.91;NORMAL
Villaverde;99;5;751.819 €;7594;6508;1086.14;NORMAL
Chamberi;90;1;505.309 €;5615;6203;-588.45;NORMAL
Villa de Vallecas;92;3;356.889 €;3879;4104;-224.77;NORMAL
Hortaleza;94;5;281.309 €;2993;3116;-123.34;NORMAL
Chamberi;90;4;560.708 €;6230;6015;215.1;NORMAL
Tetuan;136;3;808.171 €;5942;6797;-854.57;OPORTUNIDAD
Moratalaz;149;5;904.836 €;6073;5092;980.73;NORMAL
Chamberi;142;3;491.046 €;3458;4178;-719.93;OPORTUNIDAD
Villa de Vallecas;107;4;473.933 €;4429;4786;-356.71;NORMAL
Villaverde;144;3;460.314 €;3197;3845;-648.37;OPORTUNIDAD
Moncloa;89;5;612.719 €;6884;5935;949.49;NORMAL
Hortaleza;99;4;307.848 €;3110;2739;370.58;NORMAL
Carabanchel;115;4;576.094 €;5010;4736;273.52;NORMAL
Villa de Vallecas;106;3;543.126 €;5124;6268;-1144.16;OPORTUNIDAD
Puente de Vallecas;56;5;291.672 €;5208;5382;-173.57;NORMAL
Chamartin;88;3;499.782 €;5679;6019;-339.65;NORMAL
Hortaleza;54;2;197.638 €;3660;3925;-265.03;NORMAL
Vicalvaro;140;2;409.555 €;2925;2507;418.4;NORMAL
Villa de Vallecas;129;3;708.542 €;5493;5526;-33.42;NORMAL
Hortaleza;62;1;242.298 €;3908;4277;-368.96;NORMAL
Hortaleza;86;1;377.644 €;4391;3960;431.21;NORMAL
Chamberi;67;5;352.933 €;5268;6550;-1282.33;OPORTUNIDAD
Retiro;84;4;524.992 €;6250;6552;-302.09;NORMAL
Moncloa;90;5;224.630 €;2496;2843;-347.1;OPORTUNIDAD
Villaverde;88;5;568.464 €;6460;5857;602.83;NORMAL
Centro;53;5;295.976 €;5584;4786;798.46;NORMAL
Retiro;130;5;578.243 €;4448;4225;223.03;NORMAL
Usera;145;3;527.793 €;3640;3184;455.96;NORMAL
Moncloa;45;4;123.358 €;2741;3426;-684.71;OPORTUNIDAD
Tetuan;82;1;230.156 €;2807;2614;192.78;NORMAL
Arganzuela;95;1;508.108 €;5349;5872;-523.48;NORMAL
Usera;87;5;256.779 €;2951;2824;127.49;NORMAL
Villa de Vallecas;45;3;245.758 €;5461;5240;221.29;NORMAL
Villaverde;61;4;266.228 €;4364;3681;683.4;NORMAL
Villa de Vallecas;79;3;330.813 €;4188;4355;-167.48;NORMAL
Chamartin;87;1;538.053 €;6185;5704;480.52;NORMAL
Villaverde;91;2;464.426 €;5104;6222;-1118.41;OPORTUNIDAD
Usera;48;4;294.778 €;6141;5378;763.22;NORMAL
Barajas;133;3;429.346 €;3228;3213;15.17;NORMAL
Hortaleza;96;1;364.945 €;3802;3569;232.51;NORMAL
Hortaleza;122;2;552.449 €;4528;4242;286.27;NORMAL
Carabanchel;87;2;373.517 €;4293;3973;320.3;NORMAL
Arganzuela;41;1;199.205 €;4859;5362;-503.33;NORMAL
Usera;116;4;470.291 €;4054;4039;15.24;NORMAL
Moncloa;132;5;700.459 €;5307;6207;-900.49;OPORTUNIDAD
Puente de Vallecas;48;2;275.399 €;5737;5802;-64.51;NORMAL
Tetuan;126;4;657.333 €;5217;6336;-1119.07;OPORTUNIDAD
Hortaleza;141;3;585.185 €;4150;3501;649.25;NORMAL
Hortaleza;46;5;180.687 €;3928;4694;-766.01;OPORTUNIDAD
Chamartin;60;1;360.408 €;6007;5839;167.81;NORMAL
Chamartin;87;5;201.918 €;2321;2747;-426.1;OPORTUNIDAD
Villaverde;117;4;774.236 €;6617;6413;204.4;NORMAL
Moratalaz;109;2;488.848 €;4485;4876;-391.15;NORMAL
Salamanca;147;2;508.031 €;3456;3633;-177.01;NORMAL
Arganzuela;87;2;275.798 €;3170;2966;204.09;NORMAL
Chamartin;69;4;389.200 €;5641;6891;-1250.41;OPORTUNIDAD
San Blas;117;1;579.610 €;4954;5159;-205.07;NORMAL
San Blas;77;2;434.588 €;5644;5955;-310.99;NORMAL
Chamartin;100;5;530.887 €;5309;6142;-833.12;OPORTUNIDAD
Carabanchel;118;3;507.006 €;4297;3927;369.67;NORMAL
Arganzuela;66;1;462.183 €;7003;5988;1014.78;NORMAL
Centro;86;2;475.687 €;5531;5483;48.25;NORMAL
Vicalvaro;140;3;874.727 €;6248;6544;-295.95;NORMAL
Centro;43;4;238.086 €;5537;5733;-196.09;NORMAL
Moncloa;133;2;893.592 €;6719;6046;672.74;NORMAL
Salamanca;136;4;832.339 €;6120;5187;933.15;NORMAL
Retiro;51;1;141.192 €;2768;3449;-680.52;OPORTUNIDAD
Hortaleza;84;5;240.490 €;2863;3538;-675.02;OPORTUNIDAD
Salamanca;99;1;543.777 €;5493;4866;626.7;NORMAL
San Blas;90;3;390.448 €;4338;4693;-354.68;NORMAL
Vicalvaro;113;2;516.610 €;4572;4672;-100.23;NORMAL
Moratalaz;79;4;256.738 €;3250;3408;-158.15;NORMAL
Villaverde;69;3;240.079 €;3479;3107;372.41;NORMAL
Usera;43;1;143.942 €;3347;2980;367.5;NORMAL
Chamartin;92;4;396.758 €;4313;5377;-1064.41;OPORTUNIDAD
Chamberi;150;5;709.209 €;4728;4142;586.06;NORMAL
Retiro;109;3;581.689 €;5337;4811;525.6;NORMAL
Carabanchel;63;3;408.375 €;6482;5975;507.15;NORMAL
Salamanca;110;5;677.314 €;6157;6640;-482.59;NORMAL
San Blas;51;4;168.795 €;3310;4119;-809.28;OPORTUNIDAD
Chamberi;132;4;369.113 €;2796;3201;-404.68;OPORTUNIDAD
Villaverde;56;5;254.588 €;4546;5577;-1030.78;OPORTUNIDAD
Villa de Vallecas;101;4;574.090 €;5684;4954;730.06;NORMAL
Latina;143;5;591.092 €;4134;4857;-723.48;OPORTUNIDAD
Vicalvaro;130;5;738.077 €;5678;4773;904.52;NORMAL
Chamartin;42;2;186.654 €;4444;4708;-263.86;NORMAL
Usera;86;4;391.046 €;4547;4777;-229.95;NORMAL
Latina;91;4;336.181 €;3694;3535;159.3;NORMAL
Moncloa;81;1;494.296 €;6102;5260;842.43;NORMAL
Barajas;137;1;582.238 €;4250;4651;-401.08;NORMAL
Latina;106;2;568.384 €;5362;6075;-712.89;OPORTUNIDAD
Chamberi;40;2;115.396 €;2885;2769;115.92;NORMAL
Villaverde;85;1;280.101 €;3295;3640;-344.69;NORMAL
Vicalvaro;143;3;516.450 €;3612;3279;332.54;NORMAL
San Blas;104;4;314.782 €;3027;2586;440.76;NORMAL
Chamberi;70;1;164.827 €;2355;2800;-445.33;OPORTUNIDAD
Moratalaz;127;4;876.077 €;6898;6811;87.25;NORMAL
Usera;131;4;719.507 €;5492;5648;-155.58;NORMAL
Tetuan;74;3;418.418 €;5654;6833;-1178.7;OPORTUNIDAD
Latina;117;3;394.490 €;3372;3457;-85.29;NORMAL
Carabanchel;127;5;450.076 €;3544;3315;228.91;NORMAL
Usera;125;4;681.255 €;5450;5368;82.04;NORMAL
Arganzuela;137;5;529.136 €;3862;4778;-915.69;OPORTUNIDAD
Barajas;149;2;799.227 €;5364;4555;808.95;NORMAL
Latina;108;3;470.895 €;4360;4402;-41.86;NORMAL
Tetuan;143;3;645.316 €;4513;4648;-135.29;NORMAL
Arganzuela;107;3;571.170 €;5338;5609;-270.96;NORMAL
Tetuan;108;1;309.251 €;2863;2900;-36.56;NORMAL
Ciudad Lineal;145;4;831.564 €;5735;5377;357.93;NORMAL
Chamartin;101;1;410.334 €;4063;3528;534.72;NORMAL
Vicalvaro;102;1;581.804 €;5704;5972;-268.03;NORMAL
Retiro;138;1;717.813 €;5202;5320;-118.45;NORMAL
Retiro;82;2;414.997 €;5061;4824;236.95;NORMAL
Moncloa;150;1;388.525 €;2590;2765;-174.83;NORMAL
San Blas;112;1;642.030 €;5732;5844;-111.59;NORMAL
Moncloa;79;2;494.516 €;6260;5648;611.71;NORMAL
Moratalaz;117;4;321.300 €;2746;2764;-17.85;NORMAL
Arganzuela;46;2;176.937 €;3846;4800;-953.53;OPORTUNIDAD
Moratalaz;127;3;711.282 €;5601;6330;-729.35;OPORTUNIDAD
Barajas;95;2;278.038 €;2927;3297;-370.28;OPORTUNIDAD
Latina;147;4;833.218 €;5668;6810;-1141.84;OPORTUNIDAD
Tetuan;60;5;191.807 €;3197;3219;-22.2;NORMAL
Arganzuela;72;1;458.490 €;6368;5965;402.92;NORMAL
Latina;92;3;359.584 €;3909;4218;-309.47;NORMAL
Vicalvaro;149;3;646.334 €;4338;5287;-949.18;OPORTUNIDAD
Moncloa;80;3;419.071 €;5238;4517;721.39;NORMAL
Villa de Vallecas;142;3;457.439 €;3221;3476;-254.59;NORMAL
Moratalaz;48;4;221.807 €;4621;4712;-91.02;NORMAL
Retiro;70;2;276.255 €;3947;4346;-399.49;NORMAL
Retiro;80;2;350.862 €;4386;4973;-587.22;OPORTUNIDAD
Barajas;64;4;199.602 €;3119;3590;-471.21;OPORTUNIDAD
Puente de Vallecas;57;3;361.189 €;6337;5530;806.66;NORMAL
Hortaleza;62;2;202.112 €;3260;3526;-266.12;NORMAL
Moncloa;113;5;289.123 €;2559;2520;38.61;NORMAL
Chamartin;132;5;891.475 €;6754;6006;747.61;NORMAL
Villa de Vallecas;127;4;473.690 €;3730;3990;-260.15;NORMAL
Villaverde;75;2;388.944 €;5186;5087;98.93;NORMAL
Vicalvaro;82;1;199.516 €;2433;2981;-547.88;OPORTUNIDAD
Moncloa;68;2;328.009 €;4824;5555;-731.33;OPORTUNIDAD
Ciudad Lineal;50;1;117.689 €;2354;2739;-385.21;OPORTUNIDAD
Chamberi;48;3;123.183 €;2566;2713;-146.68;NORMAL
Moncloa;60;5;255.087 €;4251;4728;-476.54;OPORTUNIDAD
Puente de Vallecas;70;4;475.306 €;6790;5929;861.09;NORMAL
Hortaleza;90;1;570.246 €;6336;6197;139.07;NORMAL
Latina;86;1;528.537 €;6146;6382;-236.21;NORMAL
Salamanca;45;4;107.449 €;2388;2740;-352.24;OPORTUNIDAD
Villa de Vallecas;124;2;473.212 €;3816;4671;-854.77;OPORTUNIDAD
Tetuan;42;1;193.929 €;4617;5502;-884.62;OPORTUNIDAD
San Blas;108;1;586.790 €;5433;6491;-1057.75;OPORTUNIDAD
Carabanchel;148;5;722.542 €;4882;5204;-321.96;NORMAL
Tetuan;63;5;196.389 €;3117;3236;-118.71;NORMAL
Centro;132;3;459.698 €;3483;3684;-201.44;NORMAL
Retiro;84;4;228.024 €;2715;3088;-373.42;OPORTUNIDAD
Moratalaz;104;1;398.289 €;3830;4551;-721.29;OPORTUNIDAD
Moncloa;78;2;186.344 €;2389;2652;-262.97;NORMAL
Retiro;82;4;366.413 €;4468;4882;-413.54;NORMAL
Tetuan;74;5;299.252 €;4044;4104;-60.05;NORMAL
Moncloa;141;1;575.257 €;4080;3500;579.84;NORMAL
Villaverde;137;1;906.328 €;6616;6784;-168.46;NORMAL
Chamartin;107;5;517.102 €;4833;5146;-313.26;NORMAL
Chamberi;60;2;344.721 €;5745;6860;-1114.64;OPORTUNIDAD
Latina;141;5;658.345 €;4669;4786;-116.88;NORMAL
Moncloa;126;2;879.239 €;6978;6295;683.09;NORMAL
Hortaleza;129;5;861.741 €;6680;5629;1051.17;NORMAL
San Blas;135;1;444.835 €;3295;2928;367.08;NORMAL
Salamanca;66;5;227.281 €;3444;4136;-692.34;OPORTUNIDAD
Salamanca;124;2;553.928 €;4467;3954;513.16;NORMAL
Latina;49;2;183.845 €;3752;3784;-32.05;NORMAL
Barajas;88;3;348.412 €;3959;3821;138.24;NORMAL
Tetuan;117;3;417.496 €;3568;3102;466.35;NORMAL
Villa de Vallecas;42;5;239.801 €;5710;5923;-213.45;NORMAL
Moncloa;53;2;121.851 €;2299;2839;-539.92;OPORTUNIDAD
Villaverde;110;2;301.297 €;2739;3142;-402.93;OPORTUNIDAD
Moratalaz;101;2;510.460 €;5054;6034;-979.94;OPORTUNIDAD
Salamanca;141;1;744.727 €;5282;4521;760.76;NORMAL
Puente de Vallecas;121;5;367.456 €;3037;3236;-199.17;NORMAL
Vicalvaro;41;4;163.967 €;3999;4161;-161.8;NORMAL
Carabanchel;105;4;534.519 €;5091;6318;-1227.34;OPORTUNIDAD
Chamberi;45;3;197.855 €;4397;3694;702.79;NORMAL
Moratalaz;139;3;513.693 €;3696;3268;427.64;NORMAL
Vicalvaro;43;2;153.664 €;3574;4114;-540.41;OPORTUNIDAD
Moratalaz;141;4;654.898 €;4645;4625;19.67;NORMAL
Barajas;81;3;243.157 €;3002;2624;377.94;NORMAL
Ciudad Lineal;77;2;334.389 €;4343;3898;444.72;NORMAL
Vicalvaro;90;5;284.506 €;3161;2912;249.19;NORMAL
Tetuan;136;3;617.102 €;4538;5087;-549.48;OPORTUNIDAD
San Blas;99;3;384.425 €;3883;4018;-134.92;NORMAL
Moratalaz;46;5;264.938 €;5760;4844;915.54;NORMAL
Chamberi;40;5;133.023 €;3326;3651;-325.42;NORMAL
San Blas;109;5;588.377 €;5398;5314;83.96;NORMAL
Vicalvaro;89;3;297.923 €;3347;3604;-256.55;NORMAL
Chamartin;139;4;982.474 €;7068;6535;533.17;NORMAL
Usera;140;4;563.938 €;4028;3534;494.14;NORMAL
Salamanca;117;1;410.260 €;3507;3276;230.5;NORMAL
Latina;94;2;354.176 €;3768;3382;385.84;NORMAL
Moncloa;92;5;647.875 €;7042;6332;710.13;NORMAL
Arganzuela;83;3;214.564 €;2585;2927;-341.88;OPORTUNIDAD
Retiro;67;5;415.174 €;6197;5351;845.64;NORMAL
San Blas;125;1;770.356 €;6163;5442;720.85;NORMAL
Moncloa;70;3;185.266 €;2647;2708;-61.33;NORMAL
Centro;138;1;649.215 €;4704;5184;-479.54;NORMAL
Retiro;42;4;221.291 €;5269;4521;747.83;NORMAL
Hortaleza;61;1;268.576 €;4403;4675;-272.1;NORMAL
Tetuan;86;5;375.016 €;4361;4893;-532.34;OPORTUNIDAD
Tetuan;133;5;662.443 €;4981;4200;780.78;NORMAL
Centro;41;4;113.726 €;2774;3066;-292.19;NORMAL
Carabanchel;53;2;322.857 €;6092;6920;-828.35;OPORTUNIDAD
Salamanca;137;5;492.593 €;3596;3695;-99.42;NORMAL
Tetuan;70;4;312.973 €;4471;5144;-672.95;OPORTUNIDAD
Retiro;68;5;462.735 €;6805;5975;829.93;NORMAL
Chamartin;145;5;747.818 €;5157;4913;244.37;NORMAL
Centro;98;5;587.092 €;5991;6506;-515.26;NORMAL
